stage_id,p01,p02,p03,p04,p05
p01,0.3064516129032258,0.234375,0.2786885245901639,0.2777777777777778,0.23770491803278687
p02,0.28225806451612906,0.3046875,0.32786885245901637,0.3492063492063492,0.23770491803278687
p03,0.3064516129032258,0.234375,0.3524590163934426,0.30952380952380953,0.27049180327868855
p04,0.25806451612903225,0.25,0.28688524590163933,0.29365079365079366,0.26229508196721313
p05,0.25,0.2578125,0.26229508196721313,0.30158730158730157,0.2459016393442623
