stage,p1,p2,p3,p4,p5
p01,2.3231558799743652,2.927072763442993,2.573949098587036,2.1492156982421875,3.1636977195739746
p02,2.0741946697235107,2.691472053527832,2.3385958671569824,2.0060818195343018,2.8699653148651123
p03,2.0091822147369385,2.6206088066101074,2.266589641571045,1.9469372034072876,2.789196014404297
p04,1.8775800466537476,2.453939437866211,2.1373043060302734,1.8106651306152344,2.622939109802246
p05,2.0103299617767334,2.580718994140625,2.2491331100463867,1.9407072067260742,2.7386958599090576
