stage_id,p01,p02,p03,p04,p05
p01,0.3064516129032258,0.234375,0.2786885245901639,0.2777777777777778,0.23770491803278687
p02,0.20161290322580644,0.203125,0.28688524590163933,0.2857142857142857,0.27049180327868855
p03,0.22580645161290322,0.2578125,0.26229508196721313,0.24603174603174602,0.23770491803278687
p04,0.21774193548387097,0.2578125,0.26229508196721313,0.2222222222222222,0.26229508196721313
p05,0.24193548387096775,0.28125,0.26229508196721313,0.1984126984126984,0.27049180327868855
