stage,p1,p2,p3,p4,p5
p01,4.240541458129883,4.377735137939453,4.437889575958252,4.332569599151611,4.385256767272949
p02,4.746955871582031,5.032500267028809,5.162072658538818,4.878960609436035,5.06973123550415
p03,4.973687648773193,5.2577714920043945,5.363218307495117,5.12300443649292,5.3194098472595215
p04,5.088798522949219,5.406707286834717,5.448132038116455,5.226859092712402,5.463691234588623
p05,4.681490421295166,4.974303245544434,5.0458478927612305,4.789389133453369,5.029408931732178
