stage_id,p01,p02,p03,p04,p05
p01,0.3064516129032258,0.234375,0.2786885245901639,0.2777777777777778,0.23770491803278687
p02,0.1693548387096774,0.234375,0.29508196721311475,0.24603174603174602,0.2459016393442623
p03,0.20161290322580644,0.2734375,0.26229508196721313,0.2619047619047619,0.2459016393442623
p04,0.23387096774193547,0.2578125,0.28688524590163933,0.2619047619047619,0.23770491803278687
p05,0.21774193548387097,0.265625,0.3360655737704918,0.2698412698412698,0.27049180327868855
