stage,qa,mt,sa,asr,kg
p01,4.0740275382995605,4.094959259033203,4.181217670440674,3.7362403869628906,3.942690372467041
p02,4.079687595367432,3.9900529384613037,4.0931077003479,3.737607002258301,3.897913694381714
p03,3.9566810131073,3.826359748840332,3.929715156555176,3.648606538772583,3.782585620880127
p04,3.9828879833221436,3.867731809616089,3.9609224796295166,3.7447118759155273,3.8394832611083984
p05,4.105953693389893,4.062061786651611,4.097473621368408,3.8799121379852295,3.959794521331787
