stage_id,p01,p02,p03,p04,p05
p01,0.1774193548387097,0.1484375,0.1557377049180328,0.23015873015873015,0.13114754098360656
p02,0.08870967741935484,0.1015625,0.13114754098360656,0.10317460317460317,0.09016393442622951
p03,0.21774193548387097,0.2578125,0.27049180327868855,0.31746031746031744,0.2540983606557377
p04,0.13709677419354838,0.171875,0.1885245901639344,0.21428571428571427,0.13934426229508196
p05,0.18548387096774194,0.21875,0.22950819672131148,0.1746031746031746,0.21311475409836064
