stage_id,p01,p02,p03,p04,p05
p01,0.3064516129032258,0.234375,0.2786885245901639,0.2777777777777778,0.23770491803278687
p02,0.24193548387096775,0.2734375,0.319672131147541,0.30158730158730157,0.2540983606557377
p03,0.24193548387096775,0.28125,0.2786885245901639,0.29365079365079366,0.26229508196721313
p04,0.20967741935483872,0.25,0.2786885245901639,0.29365079365079366,0.23770491803278687
p05,0.22580645161290322,0.21875,0.2786885245901639,0.30952380952380953,0.29508196721311475
