stage,qa,mt,sa,asr,kg
p01,4.0740275382995605,4.094959259033203,4.181217670440674,3.7362403869628906,3.942690372467041
p02,4.373532772064209,4.2309160232543945,4.374422550201416,4.114520072937012,4.171833038330078
p03,4.099554538726807,3.95632004737854,4.077467441558838,3.892505645751953,3.925959587097168
p04,4.133628845214844,4.049607276916504,4.158559322357178,3.8829493522644043,3.989800214767456
p05,4.225443363189697,4.273343563079834,4.316253185272217,4.058526515960693,4.080451965332031
