stage_id,p01,p02,p03,p04,p05
p01,0.3064516129032258,0.234375,0.2786885245901639,0.2777777777777778,0.23770491803278687
p02,0.25806451612903225,0.2421875,0.3360655737704918,0.25396825396825395,0.2786885245901639
p03,0.27419354838709675,0.265625,0.2540983606557377,0.23809523809523808,0.28688524590163933
p04,0.18548387096774194,0.2578125,0.2459016393442623,0.24603174603174602,0.23770491803278687
p05,0.21774193548387097,0.2421875,0.30327868852459017,0.2777777777777778,0.2459016393442623
