stage,p1,p2,p3,p4,p5
p01,4.240541458129883,4.377735137939453,4.437889575958252,4.332569599151611,4.385256767272949
p02,4.276113986968994,4.471724033355713,4.54325008392334,4.397961139678955,4.5297651290893555
p03,4.897082328796387,5.171122074127197,5.219644069671631,5.067474365234375,5.222649097442627
p04,5.316451072692871,5.601506233215332,5.599542617797852,5.47441291809082,5.643630027770996
p05,5.4125752449035645,5.7071757316589355,5.697108268737793,5.577873229980469,5.741483688354492
