stage,p1,p2,p3,p4,p5
p01,4.240541458129883,4.377735137939453,4.437889575958252,4.332569599151611,4.385256767272949
p02,5.068130016326904,5.367718696594238,5.419221878051758,5.252058506011963,5.447361946105957
p03,5.2496442794799805,5.576504230499268,5.5958709716796875,5.415892124176025,5.634664058685303
p04,5.358502388000488,5.688891887664795,5.687662124633789,5.524017810821533,5.737434387207031
p05,5.005879878997803,5.331859111785889,5.395690441131592,5.169514179229736,5.400918960571289
