stage,qa,mt,sa,asr,kg
p01,4.0740275382995605,4.094959259033203,4.181217670440674,3.7362403869628906,3.942690372467041
p02,3.805445909500122,3.676647663116455,3.818760871887207,3.5442681312561035,3.652430295944214
p03,3.4165401458740234,3.3164238929748535,3.425513505935669,3.1742143630981445,3.2900447845458984
p04,3.578920602798462,3.499366521835327,3.605133533477783,3.3316166400909424,3.492919921875
p05,3.621297597885132,3.6166067123413086,3.6928696632385254,3.4369351863861084,3.519371271133423
