stage,p1,p2,p3,p4,p5
p01,2.3231558799743652,2.927072763442993,2.573949098587036,2.1492156982421875,3.1636977195739746
p02,2.0510714054107666,2.654813051223755,2.282285690307617,1.9597468376159668,2.826911449432373
p03,1.8480247259140015,2.4320068359375,2.0563876628875732,1.79177725315094,2.5892693996429443
p04,1.8283556699752808,2.3809540271759033,2.0238285064697266,1.773459792137146,2.548121929168701
p05,1.7681429386138916,2.2769775390625,1.9461495876312256,1.704567551612854,2.4311089515686035
