stage_id,p01,p02,p03,p04,p05
p01,0.3064516129032258,0.234375,0.2786885245901639,0.2777777777777778,0.23770491803278687
p02,0.25,0.21875,0.2786885245901639,0.2698412698412698,0.21311475409836064
p03,0.24193548387096775,0.2265625,0.23770491803278687,0.2777777777777778,0.28688524590163933
p04,0.25806451612903225,0.2265625,0.28688524590163933,0.31746031746031744,0.28688524590163933
p05,0.24193548387096775,0.2421875,0.3442622950819672,0.29365079365079366,0.22131147540983606
