stage,p1,p2,p3,p4,p5
p01,2.3231558799743652,2.927072763442993,2.573949098587036,2.1492156982421875,3.1636977195739746
p02,2.04123854637146,2.6030564308166504,2.25248646736145,1.9488673210144043,2.8074498176574707
p03,1.8883907794952393,2.460925579071045,2.106362819671631,1.830155849456787,2.63596773147583
p04,1.8087714910507202,2.4080443382263184,2.024366617202759,1.7585506439208984,2.5642025470733643
p05,1.852805495262146,2.4433481693267822,2.053389072418213,1.8041287660598755,2.594154119491577
