stage_id,p01,p02,p03,p04,p05
p01,0.3064516129032258,0.234375,0.2786885245901639,0.2777777777777778,0.23770491803278687
p02,0.1935483870967742,0.234375,0.32786885245901637,0.25396825396825395,0.23770491803278687
p03,0.24193548387096775,0.28125,0.2540983606557377,0.2777777777777778,0.26229508196721313
p04,0.23387096774193547,0.28125,0.3114754098360656,0.29365079365079366,0.2540983606557377
p05,0.20161290322580644,0.2578125,0.30327868852459017,0.30158730158730157,0.29508196721311475
