stage,p1,p2,p3,p4,p5
p01,2.3231558799743652,2.927072763442993,2.573949098587036,2.1492156982421875,3.1636977195739746
p02,2.1273107528686523,2.694905996322632,2.3419034481048584,2.0200650691986084,2.8566462993621826
p03,1.8476651906967163,2.406226873397827,2.044029474258423,1.7950035333633423,2.538130044937134
p04,1.7529934644699097,2.311408042907715,1.9637092351913452,1.7128376960754395,2.4688663482666016
p05,1.726455807685852,2.2806997299194336,1.923378348350525,1.6737595796585083,2.430903434753418
