stage_id,p01,p02,p03,p04,p05
p01,0.3064516129032258,0.234375,0.2786885245901639,0.2777777777777778,0.23770491803278687
p02,0.27419354838709675,0.2265625,0.29508196721311475,0.29365079365079366,0.26229508196721313
p03,0.25806451612903225,0.2421875,0.32786885245901637,0.3253968253968254,0.3114754098360656
p04,0.23387096774193547,0.2421875,0.26229508196721313,0.2619047619047619,0.319672131147541
p05,0.22580645161290322,0.265625,0.26229508196721313,0.29365079365079366,0.29508196721311475
