stage,p1,p2,p3,p4,p5
p01,2.3231558799743652,2.927072763442993,2.573949098587036,2.1492156982421875,3.1636977195739746
p02,2.0518100261688232,2.602736234664917,2.258481502532959,1.9217290878295898,2.8182320594787598
p03,1.8830809593200684,2.46968412399292,2.0728557109832764,1.8087714910507202,2.6188313961029053
p04,1.7032372951507568,2.2653746604919434,1.8898264169692993,1.6412105560302734,2.404665946960449
p05,1.6002609729766846,2.1420559883117676,1.7843290567398071,1.5486905574798584,2.2936112880706787
