arm	k	split	loss	ckpt	wandb_url
control	12	MT	2.4704575538635254	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-19-56-continual_am_sparse/508b8b0f-075a-429b-b757-2b11bfb57124/cache-after-doc-011-cfcb19a9.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/tkm1tk25
control	8	QA	1.9329710006713867	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-19-56-continual_am_sparse/508b8b0f-075a-429b-b757-2b11bfb57124/cache-after-doc-007-e1a7f420.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/au8w227u
control	8	MT	2.453585624694824	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-19-56-continual_am_sparse/508b8b0f-075a-429b-b757-2b11bfb57124/cache-after-doc-007-e1a7f420.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/6os6kzv4
rerun	16	QA	2.034916400909424	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-29-02-13-34-continual_am_sparse/fa31c492-27aa-4fde-8341-21c7eab5fcf9/cache_last.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/1pcx83uz
rerun	16	MT	2.330503463745117	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-29-02-13-34-continual_am_sparse/fa31c492-27aa-4fde-8341-21c7eab5fcf9/cache_last.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/qy7cs3s3
rerun	12	QA	1.9560121297836304	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-29-02-13-34-continual_am_sparse/fa31c492-27aa-4fde-8341-21c7eab5fcf9/cache-after-doc-011-cfcb19a9.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/ziip13w6
rerun	12	MT	2.2720184326171875	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-29-02-13-34-continual_am_sparse/fa31c492-27aa-4fde-8341-21c7eab5fcf9/cache-after-doc-011-cfcb19a9.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/ehu4co4p
keys_repos	13	QA	1.989310383796692	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-012-01bdc15a.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/t0agimy7
keys_repos	13	MT	2.298682928085327	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-012-01bdc15a.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/wlbldhth
keys_repos	11	QA	1.9373838901519775	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-010-aba1a026.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/bkycxmi8
